order_id,product_name,category,price,quantity,order_date,customer_region,payment_method
2001,Notebook Turbo14,Computadores,1391.64,4,2022-02-26,Centro-Oeste,Cartão
2002,Notebook Turbo14,Computadores,284.61,3,2022-01-09,Norte,Boleto
2003,Teclado Gamer RGB,Periféricos,1918.92,2,2022-10-20,Centro-Oeste,Cartão
2004,HD Externo 2TB,Armazenamento,1990.76,1,2022-07-27,Sul,Caixa Tem
2005,Mouse Ergonômico,Periféricos,4225.99,2,2022-11-09,Sul,Cartão
2006,SSD 1TB,Armazenamento,3142.06,1,2022-12-28,Sudeste,Caixa Tem
2007,Tablet Vision10,Tablets,1802.75,2,2022-08-25,Sudeste,Caixa Tem
2008,Teclado Gamer RGB,Periféricos,1747.68,2,2022-05-06,Sul,Caixa Tem
2009,Notebook Turbo14,Computadores,2745.12,3,2022-04-26,Sul,Cartão
2010,HD Externo 2TB,Armazenamento,1190.04,3,2022-02-27,Sudeste,Boleto
2011,Câmera ZoomX,Câmeras,3914.31,3,2022-10-24,Sul,Pix
2012,Câmera ZoomX,Câmeras,2228.69,4,2022-08-14,Norte,Boleto
2013,Câmera ZoomX,Câmeras,4621.26,5,2022-09-20,Nordeste,Cartão
2014,Fone Bluetooth Pro,Acessórios,354.23,3,2022-05-21,Nordeste,Boleto
2015,Monitor UltraWide,Monitores,1667.64,5,2022-11-08,Norte,Caixa Tem
2016,Notebook Turbo14,Computadores,1485.44,5,2022-01-19,Norte,Cartão
2017,Fone Bluetooth Pro,Acessórios,4886.99,3,2022-10-18,Nordeste,Caixa Tem
2018,Tablet Vision10,Tablets,1216.68,4,2022-09-08,Centro-Oeste,Boleto
2019,Fone Bluetooth Pro,Acessórios,851.48,1,2022-09-18,Nordeste,Boleto
2020,Mouse Ergonômico,Periféricos,1235.28,2,2022-10-14,Centro-Oeste,Caixa Tem
2021,Mouse Ergonômico,Periféricos,1738.33,5,2022-06-12,Sudeste,Boleto
2022,Monitor UltraWide,Monitores,1266.06,1,2022-01-07,Norte,Paypal
2023,Notebook Turbo14,Computadores,1796.49,5,2022-08-10,Centro-Oeste,Caixa Tem
2024,Teclado Gamer RGB,Periféricos,1438.98,4,2022-05-06,Nordeste,Caixa Tem
2025,Teclado Gamer RGB,Periféricos,878.93,3,2022-05-03,Centro-Oeste,Cartão
2026,Mouse Ergonômico,Periféricos,1541.29,4,2022-05-27,Sul,Caixa Tem
2027,Mouse Ergonômico,Periféricos,4695.77,1,2022-03-15,Sul,Boleto
2028,SSD 1TB,Armazenamento,930.64,1,2022-04-10,Sul,Caixa Tem
2029,Smartwatch X200,Wearables,3757.47,4,2022-11-11,Sul,Boleto
2030,Smartwatch X200,Wearables,2585.73,4,2022-03-25,Norte,Boleto
2031,Fone Bluetooth Pro,Acessórios,1768.87,2,2022-04-27,Centro-Oeste,Pix
2032,Câmera ZoomX,Câmeras,4644.17,4,2022-05-26,Norte,Caixa Tem
2033,Mouse Ergonômico,Periféricos,1274.39,2,2022-07-09,Sudeste,Paypal
2034,Mouse Ergonômico,Periféricos,503.58,3,2022-08-01,Sudeste,Caixa Tem
2035,Teclado Gamer RGB,Periféricos,3197.15,5,2022-05-06,Sul,Caixa Tem
2036,Notebook Turbo14,Computadores,2660.72,2,2022-09-09,Centro-Oeste,Cartão
2037,Tablet Vision10,Tablets,1582.89,1,2022-11-28,Sudeste,Cartão
2038,Monitor UltraWide,Monitores,387.84,3,2022-07-01,Centro-Oeste,Caixa Tem
2039,Mouse Ergonômico,Periféricos,1567.46,2,2022-07-14,Sudeste,Cartão
2040,Tablet Vision10,Tablets,2431.63,1,2022-08-20,Nordeste,Caixa Tem
2041,Câmera ZoomX,Câmeras,3056.74,1,2022-11-11,Norte,Cartão
2042,Smartwatch X200,Wearables,2407.49,2,2022-07-31,Sul,Pix
2043,Câmera ZoomX,Câmeras,4907.92,4,2022-10-25,Norte,Paypal
2044,Câmera ZoomX,Câmeras,2210.63,3,2022-03-17,Sul,Paypal
2045,Tablet Vision10,Tablets,660.34,1,2022-07-01,Centro-Oeste,Caixa Tem
2046,Smartwatch X200,Wearables,1053.08,3,2022-02-18,Nordeste,Pix
2047,Fone Bluetooth Pro,Acessórios,3987.01,3,2022-01-26,Centro-Oeste,Caixa Tem
2048,Tablet Vision10,Tablets,1313.61,3,2022-11-28,Nordeste,Caixa Tem
2049,Smartwatch X200,Wearables,1975.59,2,2022-11-14,Sul,Caixa Tem
2050,Notebook Turbo14,Computadores,1530.04,5,2022-10-30,Norte,Caixa Tem
2051,Tablet Vision10,Tablets,1881.9,4,2022-11-04,Sudeste,Caixa Tem
2052,Câmera ZoomX,Câmeras,3344.76,1,2022-05-05,Sudeste,Pix
2053,Monitor UltraWide,Monitores,1147.51,5,2022-05-09,Centro-Oeste,Pix
2054,SSD 1TB,Armazenamento,1904.58,5,2022-11-11,Sudeste,Caixa Tem
2055,Câmera ZoomX,Câmeras,4335.69,2,2022-03-15,Sudeste,Caixa Tem
2056,HD Externo 2TB,Armazenamento,757.52,3,2022-10-09,Norte,Pix
2057,Monitor UltraWide,Monitores,1326.26,4,2022-10-02,Norte,Paypal
2058,Teclado Gamer RGB,Periféricos,3278.21,2,2022-12-17,Sudeste,Caixa Tem
2059,Teclado Gamer RGB,Periféricos,2403.83,1,2022-09-16,Centro-Oeste,Caixa Tem
2060,Smartwatch X200,Wearables,3309.01,4,2022-07-04,Nordeste,Caixa Tem
2061,Fone Bluetooth Pro,Acessórios,4597.24,5,2022-12-21,Norte,Cartão
2062,Smartwatch X200,Wearables,1820.9,2,2022-09-17,Norte,Paypal
2063,Notebook Turbo14,Computadores,3434.88,2,2022-02-25,Centro-Oeste,Cartão
2064,Fone Bluetooth Pro,Acessórios,2115.3,1,2022-01-13,Sudeste,Caixa Tem
2065,Monitor UltraWide,Monitores,3208.81,3,2022-06-05,Centro-Oeste,Caixa Tem
2066,Teclado Gamer RGB,Periféricos,3916.39,3,2022-09-26,Sudeste,Boleto
2067,HD Externo 2TB,Armazenamento,3304.36,5,2022-09-26,Norte,Caixa Tem
2068,Notebook Turbo14,Computadores,2707.63,5,2022-09-03,Nordeste,Caixa Tem
2069,Notebook Turbo14,Computadores,1012.56,5,2022-05-17,Nordeste,Pix
2070,Tablet Vision10,Tablets,406.31,5,2022-04-16,Sul,Cartão
2071,SSD 1TB,Armazenamento,4507.43,5,2022-05-31,Nordeste,Pix
2072,Smartwatch X200,Wearables,4420.86,4,2022-10-24,Sul,Caixa Tem
2073,HD Externo 2TB,Armazenamento,3123.92,1,2022-01-04,Centro-Oeste,Boleto
2074,Mouse Ergonômico,Periféricos,3212.92,2,2022-04-01,Nordeste,Boleto
2075,Notebook Turbo14,Computadores,3823.6,2,2022-05-29,Nordeste,Caixa Tem
2076,SSD 1TB,Armazenamento,4813.13,4,2022-11-30,Centro-Oeste,Caixa Tem
2077,Monitor UltraWide,Monitores,4885.5,3,2022-06-06,Sul,Caixa Tem
2078,Fone Bluetooth Pro,Acessórios,1140.65,2,2022-02-10,Nordeste,Caixa Tem
2079,SSD 1TB,Armazenamento,1270.68,1,2022-06-15,Centro-Oeste,Paypal
2080,Monitor UltraWide,Monitores,268.39,1,2022-01-05,Sudeste,Boleto
2081,Tablet Vision10,Tablets,372.58,3,2022-10-24,Sul,Cartão
2082,Tablet Vision10,Tablets,3288.25,5,2022-01-28,Norte,Caixa Tem
2083,Mouse Ergonômico,Periféricos,4174.28,4,2022-08-08,Centro-Oeste,Caixa Tem
2084,Câmera ZoomX,Câmeras,2466.83,5,2022-08-14,Nordeste,Pix
2085,HD Externo 2TB,Armazenamento,965.34,2,2022-09-23,Norte,Pix
2086,Fone Bluetooth Pro,Acessórios,1718.87,5,2022-04-01,Nordeste,Boleto
2087,Câmera ZoomX,Câmeras,892.98,2,2022-04-02,Sul,Caixa Tem
2088,Fone Bluetooth Pro,Acessórios,710.06,2,2022-11-18,Sudeste,Cartão
2089,Teclado Gamer RGB,Periféricos,2401.77,1,2022-06-16,Centro-Oeste,Paypal
2090,Monitor UltraWide,Monitores,602.26,1,2022-02-04,Sudeste,Caixa Tem
2091,Mouse Ergonômico,Periféricos,1798.81,4,2022-04-16,Centro-Oeste,Cartão
2092,SSD 1TB,Armazenamento,2864.47,5,2022-05-21,Sudeste,Boleto
2093,Tablet Vision10,Tablets,4634.14,2,2022-07-20,Centro-Oeste,Cartão
2094,Smartwatch X200,Wearables,4775.48,5,2022-07-22,Centro-Oeste,Caixa Tem
2095,Notebook Turbo14,Computadores,1386.19,5,2022-02-16,Sul,Caixa Tem
2096,Fone Bluetooth Pro,Acessórios,1622.16,2,2022-11-08,Sudeste,Caixa Tem
2097,Smartwatch X200,Wearables,1144.25,3,2022-03-21,Centro-Oeste,Caixa Tem
2098,SSD 1TB,Armazenamento,3557.17,5,2022-10-25,Centro-Oeste,Caixa Tem
2099,Teclado Gamer RGB,Periféricos,4308.63,2,2022-02-15,Norte,Boleto
2100,SSD 1TB,Armazenamento,4647.52,4,2022-08-06,Norte,Boleto
2101,Câmera ZoomX,Câmeras,3873.94,2,2022-06-01,Sul,Caixa Tem
2102,Tablet Vision10,Tablets,1399.86,1,2022-12-24,Centro-Oeste,Boleto
2103,Câmera ZoomX,Câmeras,1107.19,3,2022-05-10,Centro-Oeste,Caixa Tem
2104,Smartwatch X200,Wearables,3241.34,2,2022-12-16,Sudeste,Cartão
2105,Smartwatch X200,Wearables,1043.33,3,2022-10-14,Norte,Paypal
2106,Fone Bluetooth Pro,Acessórios,2551.42,3,2022-12-15,Sul,Caixa Tem
2107,Notebook Turbo14,Computadores,1732.63,4,2022-11-07,Norte,Cartão
2108,Câmera ZoomX,Câmeras,4622.87,2,2022-01-02,Norte,Pix
2109,Notebook Turbo14,Computadores,599.82,3,2022-06-01,Sudeste,Paypal
2110,Fone Bluetooth Pro,Acessórios,3542.8,4,2022-02-12,Centro-Oeste,Cartão
2111,Notebook Turbo14,Computadores,326.46,1,2022-06-29,Sudeste,Boleto
2112,Câmera ZoomX,Câmeras,2117.22,5,2022-11-02,Centro-Oeste,Caixa Tem
2113,Notebook Turbo14,Computadores,2460.92,5,2022-12-09,Centro-Oeste,Cartão
2114,Tablet Vision10,Tablets,921.06,3,2022-07-03,Centro-Oeste,Caixa Tem
2115,Teclado Gamer RGB,Periféricos,3923.35,3,2022-05-28,Norte,Cartão
2116,Tablet Vision10,Tablets,1442.73,4,2022-03-17,Nordeste,Caixa Tem
2117,Mouse Ergonômico,Periféricos,3651.49,5,2022-10-11,Nordeste,Boleto
2118,Monitor UltraWide,Monitores,1558.85,3,2022-04-16,Centro-Oeste,Pix
2119,Smartwatch X200,Wearables,1212.47,4,2022-08-21,Centro-Oeste,Caixa Tem
2120,HD Externo 2TB,Armazenamento,4439.47,5,2022-10-20,Sul,Caixa Tem
2121,Notebook Turbo14,Computadores,815.55,5,2022-10-23,Nordeste,Paypal
2122,SSD 1TB,Armazenamento,433.5,1,2022-09-22,Norte,Caixa Tem
2123,SSD 1TB,Armazenamento,276.06,2,2022-04-21,Nordeste,Cartão
2124,Mouse Ergonômico,Periféricos,2426.92,1,2022-10-19,Sul,Caixa Tem
2125,Smartwatch X200,Wearables,4296.24,3,2022-12-02,Sul,Caixa Tem
2126,Mouse Ergonômico,Periféricos,4340.27,4,2022-01-21,Nordeste,Caixa Tem
2127,Notebook Turbo14,Computadores,557.92,5,2022-08-09,Norte,Paypal
2128,HD Externo 2TB,Armazenamento,413.11,5,2022-06-16,Norte,Cartão
2129,Tablet Vision10,Tablets,3419.14,4,2022-12-04,Nordeste,Caixa Tem
2130,Fone Bluetooth Pro,Acessórios,3407.67,3,2022-03-24,Sudeste,Pix
2131,HD Externo 2TB,Armazenamento,1362.92,1,2022-12-15,Sul,Cartão
2132,HD Externo 2TB,Armazenamento,2741.78,2,2022-09-15,Centro-Oeste,Boleto
2133,Câmera ZoomX,Câmeras,1862.74,2,2022-01-29,Sul,Boleto
2134,Notebook Turbo14,Computadores,4496.16,2,2022-10-11,Centro-Oeste,Caixa Tem
2135,SSD 1TB,Armazenamento,2183.63,1,2022-10-07,Sudeste,Caixa Tem
2136,Fone Bluetooth Pro,Acessórios,3670.39,5,2022-06-11,Sul,Boleto
2137,Mouse Ergonômico,Periféricos,1231.3,1,2022-03-25,Centro-Oeste,Cartão
2138,Tablet Vision10,Tablets,601.29,1,2022-01-06,Nordeste,Caixa Tem
2139,HD Externo 2TB,Armazenamento,3142.08,5,2022-09-22,Nordeste,Cartão
2140,Smartwatch X200,Wearables,3762.57,5,2022-07-30,Sudeste,Caixa Tem
2141,Tablet Vision10,Tablets,1312.97,1,2022-02-06,Nordeste,Pix
2142,Monitor UltraWide,Monitores,1160.23,4,2022-02-16,Norte,Boleto
2143,Mouse Ergonômico,Periféricos,3096.21,4,2022-06-10,Sul,Caixa Tem
2144,Câmera ZoomX,Câmeras,1442.44,4,2022-05-07,Sudeste,Caixa Tem
2145,Mouse Ergonômico,Periféricos,1573.91,5,2022-06-02,Nordeste,Boleto
2146,Câmera ZoomX,Câmeras,4781.58,1,2022-07-24,Centro-Oeste,Paypal
2147,SSD 1TB,Armazenamento,2974.84,1,2022-09-25,Norte,Cartão
2148,Teclado Gamer RGB,Periféricos,3021.28,2,2022-03-23,Norte,Boleto
2149,SSD 1TB,Armazenamento,1341.99,4,2022-06-16,Centro-Oeste,Cartão
2150,Teclado Gamer RGB,Periféricos,4352.07,2,2022-10-17,Sul,Caixa Tem
2151,Câmera ZoomX,Câmeras,4229.15,1,2022-09-07,Sudeste,Caixa Tem
2152,Câmera ZoomX,Câmeras,1609.18,5,2022-08-20,Centro-Oeste,Caixa Tem
2153,Monitor UltraWide,Monitores,1843.01,2,2022-01-21,Centro-Oeste,Caixa Tem
2154,Monitor UltraWide,Monitores,307.51,3,2022-06-11,Norte,Caixa Tem
2155,Mouse Ergonômico,Periféricos,1934.99,2,2022-12-20,Nordeste,Caixa Tem
2156,Teclado Gamer RGB,Periféricos,2407.14,5,2022-09-30,Nordeste,Caixa Tem
2157,SSD 1TB,Armazenamento,4889.79,5,2022-12-04,Sul,Pix
2158,Fone Bluetooth Pro,Acessórios,869.22,3,2022-01-27,Sudeste,Boleto
2159,Smartwatch X200,Wearables,2180.18,5,2022-03-12,Sul,Caixa Tem
2160,Smartwatch X200,Wearables,1072.38,3,2022-05-18,Nordeste,Cartão
2161,Mouse Ergonômico,Periféricos,3647.85,5,2022-09-26,Sul,Boleto
2162,Mouse Ergonômico,Periféricos,2617.43,3,2022-03-01,Sudeste,Cartão
2163,Smartwatch X200,Wearables,395.75,4,2022-03-22,Sudeste,Paypal
2164,Mouse Ergonômico,Periféricos,1110.58,3,2022-10-23,Centro-Oeste,Boleto
2165,Câmera ZoomX,Câmeras,1146.91,3,2022-02-18,Centro-Oeste,Caixa Tem
2166,Câmera ZoomX,Câmeras,480.7,5,2022-01-26,Norte,Cartão
2167,SSD 1TB,Armazenamento,4217.76,4,2022-01-11,Centro-Oeste,Pix
2168,SSD 1TB,Armazenamento,1264.86,4,2022-01-10,Sudeste,Pix
2169,Mouse Ergonômico,Periféricos,2635.59,5,2022-04-27,Norte,Cartão
2170,Notebook Turbo14,Computadores,1528.54,2,2022-04-08,Centro-Oeste,Caixa Tem
2171,Monitor UltraWide,Monitores,1546.92,5,2022-02-19,Centro-Oeste,Caixa Tem
2172,Fone Bluetooth Pro,Acessórios,3517.68,5,2022-08-20,Centro-Oeste,Paypal
2173,Monitor UltraWide,Monitores,3033.47,1,2022-07-12,Nordeste,Paypal
2174,HD Externo 2TB,Armazenamento,2494.35,3,2022-06-27,Nordeste,Caixa Tem
2175,SSD 1TB,Armazenamento,4036.11,4,2022-12-31,Centro-Oeste,Caixa Tem
2176,Câmera ZoomX,Câmeras,404.17,2,2022-10-30,Sudeste,Caixa Tem
2177,HD Externo 2TB,Armazenamento,2065.26,4,2022-08-16,Sul,Caixa Tem
2178,Teclado Gamer RGB,Periféricos,466.13,3,2022-02-07,Centro-Oeste,Cartão
2179,Mouse Ergonômico,Periféricos,4007.88,5,2022-04-03,Norte,Pix
2180,Teclado Gamer RGB,Periféricos,3749.06,2,2022-09-18,Sudeste,Cartão
2181,SSD 1TB,Armazenamento,587.82,2,2022-08-01,Sul,Pix
2182,Smartwatch X200,Wearables,4108.34,5,2022-06-04,Nordeste,Boleto
2183,Notebook Turbo14,Computadores,2927.45,3,2022-06-28,Sul,Pix
2184,Monitor UltraWide,Monitores,4812.82,2,2022-08-11,Nordeste,Caixa Tem
2185,Notebook Turbo14,Computadores,2476.25,1,2022-02-20,Nordeste,Paypal
2186,Notebook Turbo14,Computadores,860.34,3,2022-07-07,Sul,Caixa Tem
2187,SSD 1TB,Armazenamento,4497.84,4,2022-12-15,Nordeste,Caixa Tem
2188,Smartwatch X200,Wearables,3652.54,1,2022-02-07,Centro-Oeste,Pix
2189,HD Externo 2TB,Armazenamento,1315.65,3,2022-09-11,Sudeste,Caixa Tem
2190,Tablet Vision10,Tablets,2564.09,2,2022-05-17,Sudeste,Caixa Tem
2191,Teclado Gamer RGB,Periféricos,4380.91,5,2022-04-26,Centro-Oeste,Cartão
2192,Câmera ZoomX,Câmeras,3881.23,5,2022-09-21,Centro-Oeste,Caixa Tem
2193,Tablet Vision10,Tablets,4036.08,3,2022-04-07,Centro-Oeste,Boleto
2194,Câmera ZoomX,Câmeras,2397.07,5,2022-05-20,Nordeste,Caixa Tem
2195,Teclado Gamer RGB,Periféricos,3292.06,1,2022-06-09,Sudeste,Pix
2196,Fone Bluetooth Pro,Acessórios,2739.25,3,2022-02-21,Nordeste,Caixa Tem
2197,Fone Bluetooth Pro,Acessórios,3951.57,4,2022-10-16,Centro-Oeste,Cartão
2198,SSD 1TB,Armazenamento,2097.73,2,2022-04-18,Sul,Caixa Tem
