order_id,product_name,category,price,quantity,order_date,customer_region,payment_method
1,Livro de Ficção Científica,Livros,35.9,2,2025-04-18,Sudeste,Cartão de Crédito
2,Mouse Sem Fio,Periféricos,120.5,5,2025-04-14,Nordeste,Boleto
3,Camiseta de Algodão,Roupas,49.99,5,2025-03-01,Norte,Paypal
4,Mouse Sem Fio,Periféricos,120.5,1,2025-01-05,Norte,Boleto
5,Camiseta de Algodão,Roupas,49.99,4,2025-04-17,Sul,Cartão de Crédito
6,Mesa para Computador,Móveis,450.0,5,2025-01-28,Nordeste,Boleto
7,Geladeira Frost Free,Eletrodomésticos,3200.0,5,2025-04-10,Norte,Pix
8,Notebook Gamer,Informática,4850.5,1,2025-03-27,Sudeste,Pix
9,Fone de Ouvido Bluetooth,Acessórios,199.9,1,2025-03-13,Sudeste,Boleto
10,Monitor Ultrawide,Monitores,1800.0,3,2025-04-19,Sul,Paypal
11,Kindle Paperwhite,Eletrônicos,479.0,2,2025-01-17,Norte,Paypal
12,Fone de Ouvido Bluetooth,Acessórios,199.9,5,2025-01-29,Norte,Cartão de Débito
13,Jogo de Chaves de Fenda,Ferramentas,75.0,2,2025-04-06,Nordeste,Boleto
14,Camiseta de Algodão,Roupas,49.99,1,2025-01-27,Nordeste,Paypal
15,Livro de Ficção Científica,Livros,35.9,3,2025-01-01,Norte,Cartão de Crédito
16,Cadeira de Escritório Ergonômica,Móveis,780.0,1,2025-03-08,Nordeste,Cartão de Débito
17,Smartwatch Esportivo,Wearables,899.0,3,2025-04-02,Nordeste,Cartão de Crédito
18,Monitor Ultrawide,Monitores,1800.0,5,2025-02-25,Sudeste,Cartão de Crédito
19,Furadeira Elétrica,Ferramentas,280.0,1,2025-04-14,Nordeste,Cartão de Crédito
20,Fone de Ouvido Bluetooth,Acessórios,199.9,3,2025-02-23,Sudeste,Pix
21,Monitor Ultrawide,Monitores,1800.0,1,2025-01-12,Nordeste,Pix
22,"Smart TV 55""",Eletrônicos,2599.99,4,2025-03-06,Norte,Cartão de Crédito
23,Kindle Paperwhite,Eletrônicos,479.0,4,2025-01-18,Sul,Boleto
24,Fone de Ouvido Bluetooth,Acessórios,199.9,2,2025-04-23,Nordeste,Boleto
25,Mouse Ergonômico,Periféricos,250.0,1,2025-04-03,Norte,Cartão de Crédito
26,Geladeira Frost Free,Eletrodomésticos,3200.0,3,2025-04-08,Centro-Oeste,Boleto
27,Mesa para Computador,Móveis,450.0,4,2025-03-21,Sul,Cartão de Débito
28,Geladeira Frost Free,Eletrodomésticos,3200.0,5,2025-02-04,Sul,Cartão de Débito
29,Mouse Ergonômico,Periféricos,250.0,5,2025-03-28,Sudeste,Pix
30,Impressora Multifuncional,Informática,620.0,5,2025-03-25,Sudeste,Pix
31,Cadeira de Escritório Ergonômica,Móveis,780.0,3,2025-04-04,Norte,Pix
32,Geladeira Frost Free,Eletrodomésticos,3200.0,5,2025-03-11,Centro-Oeste,Paypal
33,Mouse Sem Fio,Periféricos,120.5,4,2025-01-27,Sudeste,Cartão de Crédito
34,Camiseta de Algodão,Roupas,49.99,5,2025-03-28,Nordeste,Cartão de Crédito
35,Calça Jeans,Roupas,129.9,1,2025-04-11,Norte,Paypal
36,Monitor Ultrawide,Monitores,1800.0,4,2025-03-21,Sudeste,Boleto
37,Smartphone Android,Celulares,1999.0,2,2025-03-12,Centro-Oeste,Paypal
38,Furadeira Elétrica,Ferramentas,280.0,4,2025-04-12,Nordeste,Pix
39,Notebook Gamer,Informática,4850.5,3,2025-04-10,Sudeste,Cartão de Débito
40,Mouse Ergonômico,Periféricos,250.0,4,2025-04-19,Norte,Paypal
41,Impressora Multifuncional,Informática,620.0,2,2025-01-02,Sudeste,Pix
42,Camiseta de Algodão,Roupas,49.99,4,2025-02-04,Nordeste,Cartão de Crédito
43,Notebook Gamer,Informática,4850.5,2,2025-02-17,Nordeste,Cartão de Débito
44,Teclado Mecânico RGB,Periféricos,350.75,5,2025-04-01,Nordeste,Paypal
45,Camiseta de Algodão,Roupas,49.99,4,2025-04-14,Centro-Oeste,Paypal
46,Smartphone Android,Celulares,1999.0,1,2025-03-17,Sul,Boleto
47,Mouse Sem Fio,Periféricos,120.5,2,2025-02-07,Norte,Boleto
48,Jogo de Chaves de Fenda,Ferramentas,75.0,4,2025-02-11,Sul,Pix
49,Kindle Paperwhite,Eletrônicos,479.0,2,2025-01-29,Norte,Cartão de Crédito
50,Panela de Pressão Elétrica,Eletrodomésticos,310.5,4,2025-01-26,Sul,Cartão de Débito
51,Mesa para Computador,Móveis,450.0,2,2025-03-17,Centro-Oeste,Cartão de Débito
52,Impressora Multifuncional,Informática,620.0,2,2025-01-03,Sul,Cartão de Crédito
53,Kindle Paperwhite,Eletrônicos,479.0,4,2025-03-26,Sul,Paypal
54,Kindle Paperwhite,Eletrônicos,479.0,1,2025-03-18,Sudeste,Paypal
55,Cadeira de Escritório Ergonômica,Móveis,780.0,2,2025-02-06,Norte,Boleto
56,Smartphone Android,Celulares,1999.0,4,2025-03-25,Centro-Oeste,Cartão de Crédito
57,Kindle Paperwhite,Eletrônicos,479.0,4,2025-04-22,Sudeste,Boleto
58,Livro de Ficção Científica,Livros,35.9,2,2025-01-22,Nordeste,Pix
59,Mouse Sem Fio,Periféricos,120.5,4,2025-01-10,Nordeste,Cartão de Débito
60,"Smart TV 55""",Eletrônicos,2599.99,5,2025-03-01,Norte,Cartão de Débito
61,Livro de Ficção Científica,Livros,35.9,4,2025-04-18,Sul,Boleto
62,Fone de Ouvido Bluetooth,Acessórios,199.9,4,2025-04-23,Sudeste,Boleto
63,Smartwatch Esportivo,Wearables,899.0,5,2025-02-27,Sudeste,Boleto
64,Monitor Ultrawide,Monitores,1800.0,2,2025-04-21,Sul,Paypal
65,Smartwatch Esportivo,Wearables,899.0,5,2025-03-13,Centro-Oeste,Pix
66,Teclado Mecânico RGB,Periféricos,350.75,3,2025-04-20,Sul,Cartão de Débito
67,Mesa para Computador,Móveis,450.0,3,2025-01-18,Centro-Oeste,Cartão de Crédito
68,Smartwatch Esportivo,Wearables,899.0,5,2025-03-13,Sul,Pix
69,Monitor Ultrawide,Monitores,1800.0,4,2025-03-19,Nordeste,Paypal
70,Mouse Sem Fio,Periféricos,120.5,4,2025-04-17,Sul,Cartão de Débito
71,Mesa para Computador,Móveis,450.0,4,2025-02-15,Centro-Oeste,Boleto
72,Impressora Multifuncional,Informática,620.0,2,2025-01-11,Norte,Paypal
73,Fone de Ouvido Bluetooth,Acessórios,199.9,4,2025-01-15,Nordeste,Pix
74,"Smart TV 55""",Eletrônicos,2599.99,1,2025-03-14,Sul,Pix
75,Camiseta de Algodão,Roupas,49.99,1,2025-04-14,Sul,Cartão de Crédito
76,Fone de Ouvido Bluetooth,Acessórios,199.9,4,2025-01-15,Norte,Paypal
77,Smartwatch Esportivo,Wearables,899.0,2,2025-01-10,Sudeste,Cartão de Crédito
